3,11,70,73
3,11,70,74
3,11,70,75
3,11,70,76
3,11,70,77
3,11,70,78
3,11,70,79
3,11,70,80
3,11,70,81
3,11,70,82
3,11,70,83
3,11,70,84
3,11,70,85
3,11,70,86
3,11,70,87
3,11,70,88
3,11,70,89
3,11,70,90
3,11,70,91
3,11,70,92
3,11,70,93
3,11,70,94
3,11,70,95
3,11,70,96
3,11,70,97
3,11,70,98
3,11,70,99
3,11,70,100
3,11,71,72
3,11,71,73
3,11,71,74
3,11,71,75
3,11,71,76
3,11,71,77
3,11,71,78
3,11,71,79
3,11,71,80
3,11,71,81
3,11,71,82
3,11,71,83
3,11,71,84
3,11,71,85
3,11,71,86
3,11,71,87
3,11,71,88
3,11,71,89
3,11,71,90
3,11,71,91
3,11,71,92
3,11,71,93
3,11,71,94
3,11,71,95
3,11,71,96
3,11,71,97
3,11,71,98
3,11,71,99
3,11,71,100
3,11,72,73
3,11,72,74
3,11,72,75
3,11,72,76
3,11,72,77
3,11,72,78
3,11,72,79
3,11,72,80
3,11,72,81
3,11,72,82
3,11,72,83
3,11,72,84
3,11,72,85
3,11,72,86
3,11,72,87
3,11,72,88
3,11,72,89
3,11,72,90
3,11,72,91
3,11,72,92
3,11,72,93
3,11,72,94
3,11,72,95
3,11,72,96
3,11,72,97
3,11,72,98
3,11,72,99
3,11,72,100
3,11,73,74
3,11,73,75
3,11,73,76
3,11,73,77
3,11,73,78
3,11,73,79
3,11,73,80
3,11,73,81
3,11,73,82
3,11,73,83
3,11,73,84
3,11,73,85
3,11,73,86
3,11,73,87
3,11,73,88
3,11,73,89
3,11,73,90
3,11,73,91
3,11,73,92
3,11,73,93
3,11,73,94
3,11,73,95
3,11,73,96
3,11,73,97
3,11,73,98
3,11,73,99
3,11,73,100
3,11,74,75
3,11,74,76
3,11,74,77
3,11,74,78
3,11,74,79
3,11,74,80
3,11,74,81
3,11,74,82
3,11,74,83
3,11,74,84
3,11,74,85
3,11,74,86
3,11,74,87
3,11,74,88
3,11,74,89
3,11,74,90
3,11,74,91
3,11,74,92
3,11,74,93
3,11,74,94
3,11,74,95
3,11,74,96
3,11,74,97
3,11,74,98
3,11,74,99
3,11,74,100
3,11,75,76
3,11,75,77
3,11,75,78
